id,county,project name,description of the farm,soil depth cm,soil ph,soil ph class,exch acidity me,total nitrogen,total nitrogenclass,total org carbon,total org carbonclass,phosphorus olsen,phosphorus olsen class,potassium meq,potassium meqclass,calcium meq,calcium meqclass,magnesium meq,magnesium meqclass,manganese meq,manganese meqclass,copper,copper class,iron,iron class,zinc,zinc class,sodium meq,sodium meqclass,final latitude,final longitude,crop,fertilizer recommendation
22795,Nakuru,Individual,"Rongai, Nakuru",,5.51,medium acid,0.5,0.21,low,2.18,moderate,10.0,low,1.72,high,4.7,adequate,3.09,high,0.61,adequate,1.58,adequate,173.0,adequate,11.1,adequate,0.42,adequate,0.042328998,36.14855194,Flowers,"The soil reaction (pH) is satisfactory for 
Flowers' growth. Phosphorus is deficient. Soil organic matter should be improved. Recommendations: During the bed preparation apply 1 kg/m2 of well decomposed manure or compost. At planting time apply 100 gm/m2 of single superphosphate (SSP). Top dressing should be done at an interval of two months using 50 gm/m2 of calcium ammonium nitrate (CAN). "
22810,Nakuru,Individual,"Naivasha, Nakuru",,7.56,medium alkaline,0.5,0.24,low,2.33,moderate,11.0,adequate,2.79,high,16.7,high,4.78,high,0.17,adequate,1.44,adequate,47.8,adequate,25.2,adequate,1.7,adequate,-0.804837406,36.53207779,Horticultural,"The soil pH is alkaline for crops' growth. Soil organic matter content should be improved. 
Horticultural crops: At land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 50 kg/acre of diammonium phosphate (DAP). Top dress with 40 kg/acre of ammonium sulphate nitrate (ASN) when plants are 20-25 cm high followed by 40 kg/acre of ASN 3-4 weeks later. "
22811,Nakuru,Individual,"Naivasha, Nakuru",,7.97,medium alkaline,0.5,0.24,low,2.38,moderate,13.0,adequate,2.87,high,23.1,high,4.38,high,0.28,adequate,1.77,adequate,57.7,adequate,25.6,adequate,2.39,high,-0.484889388,36.14855194,Horticultural,"The soil pH is alkaline for crops' growth. Soil organic matter content should be improved. 
Horticultural crops: At land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 50 kg/acre of diammonium phosphate (DAP). Top dress with 40 kg/acre of ammonium sulphate nitrate (ASN) when plants are 20-25 cm high followed by 40 kg/acre of ASN 3-4 weeks later. "
23386,Nakuru,Individual,"Bahati, Nakuru",,5.96,medium acid,0.5,0.25,low,2.46,moderate,60.0,adequate,1.3,adequate,5.7,adequate,3.21,high,0.48,adequate,1.97,adequate,145.0,adequate,18.1,adequate,0.44,adequate,-0.484889388,36.14855194,Brachiaria grass,The soil reaction (pH) is satisfactory for plants' growth. Soil fertility status is good. Soil organic matter content should be improved  by applying 2 tons/acre of well decomposed manure or compost.
23387,Nakuru,Individual,"Bahati, Nakuru",,5.89,medium acid,0.5,0.23,low,2.3,moderate,50.0,adequate,1.22,adequate,4.9,adequate,2.96,adequate,0.44,adequate,1.93,adequate,141.0,adequate,17.5,adequate,0.4,adequate,-0.484889388,36.14855194,Brachiaria grass,The soil reaction (pH) is satisfactory for plants' growth. Soil fertility status is good. Soil organic matter content should be improved  by applying 2 tons/acre of well decomposed manure or compost.
23388,Nakuru,Individual,"Bahati, Nakuru",,5.89,medium acid,0.5,0.23,adequate,2.27,moderate,110.0,high,0.88,adequate,3.9,adequate,2.29,adequate,0.39,adequate,1.85,adequate,142.0,adequate,14.9,adequate,0.3,adequate,-0.484889388,36.14855194,Brachiaria grass,The soil reaction (pH) is satisfactory for plants' growth. Soil fertility status is good. Soil organic matter content should be improved  by applying 2 tons/acre of well decomposed manure or compost.
23389,Nakuru,Individual,"Bahati, Nakuru",,5.85,medium acid,0.5,0.22,low,2.13,moderate,115.0,high,0.9,adequate,4.3,adequate,2.35,adequate,0.43,adequate,1.99,adequate,145.0,adequate,16.4,adequate,0.3,adequate,-0.484889388,36.14855194,Brachiaria grass,The soil reaction (pH) is satisfactory for plants' growth. Soil fertility status is good. Soil organic matter content should be improved  by applying 2 tons/acre of well decomposed manure or compost.
23390,Nakuru,Individual,"Bahati, Nakuru",,6.18,slight acid,0.5,0.25,low,2.53,moderate,135.0,high,1.3,adequate,5.5,adequate,2.35,adequate,0.52,adequate,1.79,adequate,129.0,adequate,8.89,adequate,0.4,adequate,-0.484889388,36.14855194,Brachiaria grass,The soil reaction (pH) is satisfactory for plants' growth. Soil fertility status is good. Soil organic matter content should be improved  by applying 2 tons/acre of well decomposed manure or compost.
23391,Nakuru,Individual,"Bahati, Nakuru",,5.74,medium acid,0.5,0.2,low,1.88,moderate,90.0,high,0.6,adequate,3.3,adequate,2.74,adequate,0.6,adequate,3.47,adequate,27.3,adequate,5.0,adequate,0.24,adequate,-0.484889388,36.14855194,Brachiaria grass,The soil reaction (pH) is satisfactory for plants' growth. Soil fertility status is good. Soil organic matter content should be improved  by applying 2 tons/acre of well decomposed manure or compost.
23476,Nakuru,Individual,Mau,,5.73,medium acid,0.5,0.36,low,2.62,moderate,15.5,low,1.5,adequate,6.4,adequate,3.06,high,0.84,adequate,1.03,adequate,79.7,adequate,14.5,adequate,0.38,adequate,-0.484889388,36.14855194,"Maize, beans",Results forwarded.
23506,Nakuru,Individual,"Kinungi, Naivasha, Nakuru",,6.27,slight acid,0.5,0.33,low,3.31,moderate,55.0,adequate,1.6,high,6.3,adequate,4.51,high,0.26,adequate,1.87,adequate,47.5,adequate,12.0,adequate,0.52,adequate,-0.893510699,36.19769669,"Fruit trees, french beans, potato","The soil pH is satisfactory for crops' growth. Soil organic matter content is sufficient. 
Fruit trees: At transplanting time apply a bucket of 5 kg of well decomposed manure or compost mixed well with top soil per planting hole. Top dress with 50 gm per tree of calcium ammonium nitrate (CAN). The fertilizer quantity should be split and applied one or two weeks after the onset of the rains. To determine the right amount of fertilizers, the soil should be tested annually. 
French beans: At land preparation apply 1 ton/acre of well decomposed manure or compost in order to maintain adequate level of organic matter. Top dress with 50 kg/acre of CAN at 2-3 leave stage and 50 kg/acre at the onset of flowering. 
Potato: Just before planting apply in the ridge 1 ton/acre of well decomposed manure or compost in order to maintain adequate level of organic matter. The manure should be well worked into the soil to avoid close contact with potato seeds."
23532,Nakuru,Individual,"Gilgil, Nakuru",,7.4,slight alkaline,0.5,0.17,low,1.66,moderate,7.0,low,1.4,adequate,6.6,adequate,4.54,high,0.2,adequate,1.0,adequate,18.8,adequate,7.08,adequate,0.56,adequate,-0.484889388,36.14855194,"Melons, strawberry, potato","The soil pH is alkaline for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter content should be improved. At land preparation apply 2 tons/acre of well decomposed manure or compost. 
Melons: At transplanting time apply 100 kg/acre of diammonium phosphate (DAP). After thinning top dress with 60 kg/acre of calcium ammonium nitrate (CAN) followed by 120 kg/acre of CAN prior to flowering. 
Strawberry: Apply along the rows 100 kg/acre of DAP. At flowering time apply 60 kg/acre of CAN. Deflower to control premature cropping until the crop is well established. 
Potato: Just before planting apply in the ridge 100 kg/acre of DAP. The manure and fertilizer should be well worked into the soil to avoid close contact with potato seeds. "
23558,Nakuru,Individual,"Naivasha, Nakuru",,6.94,near neutral,0.5,0.3,low,3.0,moderate,10.0,low,2.87,high,9.1,adequate,5.26,high,0.31,adequate,1.52,adequate,54.0,adequate,25.0,adequate,0.6,adequate,-0.484889388,36.14855194,"Tomato, berries","The soil pH is satisfactory for these crops' growth. Phosphorus is deficient. Soil organic matter content is sufficient. At land preparation time apply 1 ton/acre of well decomposed manure or compost in order to maintain adequate level of organic matter. 
Tomato: At transplanting time apply 100 kg/acre of single superphosphate (SSP). At the start of flowering top dress with 50 kg/acre of calcium ammonium nitrate (CAN). At early fruiting stage top dress with 50 kg/acre of CAN. 
Berries: Apply 100 kg/acre of SSP and work it well in the soil to make a fine surface at planting. At flowering time apply 60 kg/acre of CAN. "
23612,Nakuru,Individual,"Barut, Nakuru Town West, Nakuru",,6.21,slight acid,0.5,0.15,adequate,1.49,moderate,25.0,low,1.16,adequate,5.5,adequate,2.44,adequate,0.45,adequate,1.53,adequate,88.9,adequate,9.48,adequate,0.46,adequate,-0.484889388,36.14855194,Strawberry,"The soil reaction (pH) is satisfactory for plants' growth. Nitrogen and phosphorus are deficient. Soil organic matter should be improved. 
Strawberry: Apply 2 tons/acre of well decomposed manure or compost and work it well in the soil to make a fine surface at planting. Also apply along the rows 100 kg/acre of compound fertilizer N:P:K 23:23:0. At flowering time apply 50 kg/acre of calcium ammonium nitrate (CAN). Deflower to control premature cropping until the crop is well established. "
23621,Nakuru,Individual,"Nakuru Town East, Nakuru",,6.96,near neutral,0.5,0.25,low,2.48,moderate,70.0,adequate,2.51,high,11.3,adequate,5.51,high,0.41,adequate,2.99,adequate,67.9,adequate,10.5,adequate,0.9,adequate,-0.484889388,36.14855194,"Tomato, capsicum","The soil reaction (pH) is satisfactory for crops' growth. Soil organic matter should be improved. At land preparation apply 2 tons/acre of well decomposed manure or compost. Mix well with the soil. 
Tomato: At the start of flowering top dress with 80 kg/acre of calcium ammonium nitrate (CAN). At early fruiting stage top dress with 40 kg/acre of CAN. 
Capsicum: When plants are 15 cm high top dress with 40 kg/acre of CAN. Four weeks later apply 80 kg/acre of CAN. "
23945,Nakuru,Individual,"Wanyororo, Bahati, Nakuru ",,6.26,slight acid,0.5,0.36,low,3.55,moderate,60.0,adequate,1.23,adequate,4.5,adequate,2.46,adequate,0.7,adequate,1.27,adequate,172.0,adequate,29.2,adequate,0.38,adequate,-0.484889388,36.14855194,"Capsicum, tomato, banana","The soil reaction (pH) is satisfactory for plants' growth. Soil organic matter is sufficient. At land preparation apply through broadcasting 1 ton/acre of well decomposed manure or compost in order to maintain adequate level of organic matter. Mix well with the soil. 
Capsicum: When plants are 15 cm high top dress with 40 kg/acre of calcium ammonium nitrate (CAN). Four weeks later apply 80 kg/acre of CAN. 
Tomato: At the start of flowering apply 80 kg/acre of CAN. At early fruiting stage top dress with 50 kg/acre of CAN. 
Banana: Top dress with 50 gm per stool of CAN in 2 split applications 1-2 weeks after the onset of the rains."
24049,Nakuru,Individual,"Mau Narok, Njoro, Nakuru",,5.41,medium acid,0.1,0.41,low,4.12,moderate,25.0,low,1.27,adequate,4.5,adequate,3.78,high,0.68,adequate,1.75,adequate,110.0,adequate,21.8,adequate,0.4,adequate,-0.484889388,36.14855194,Potato,"The soil reaction (pH) is satisfactory for crops' growth. Acidifying fertilizer like DAP should be avoided. Phosphorus is deficient. Soil organic matter content is sufficient. 
Potato: Just before planting apply 1 ton/acre of well decomposed manure or compost. At planting time apply in the ridge 100 kg/acre of single superphosphate SSP. The manure and fertilizer should be well worked into the soil to avoid close contact with the seeds. "
24319,Nakuru,Individual,"Molo, Nakuru",,4.86,strong acid,0.3,0.25,low,2.44,moderate,15.0,low,0.5,adequate,2.9,adequate,1.64,adequate,0.19,adequate,1.44,adequate,179.0,adequate,14.6,adequate,0.3,adequate,-0.484889388,36.14855194,"Potato, peas, bamboo","The soil reaction (pH) is acidic for crops' growth. Hence, acidifying fertilizers like DAP and urea should be avoided. Phosphorus is deficient. Soil organic matter content should be improved. 
Potato: At planting time apply in the ridge 2 tons/acre of well decomposed manure or compost and 100 kg/acre of single superphosphate (SSP). The manure and fertilizer should be well worked into the soil to avoid close contact with potato seeds. 
Peas: At planting apply 2 tons/acre of well decomposed manure or compost and 100 kg/acre of SSP. Mix well with the soil. At flowering stage apply 40 kg/acre of calcium ammonium nitrate (CAN). 
Bamboo: At transplanting time apply a bucket of 10 kg of well decomposed manure or compost mixed well with 100 gm of SSP and top soil per planting hole. Top dress with 50 gm per tree of CAN in 2 split applications one or two weeks after the onset of the rains. To determine the right amount of fertilizers the soil should be tested annually. 
"
24387,Nakuru,Individual,"Gilgil, Nakuru",,6.61,slight acid,0.5,0.25,low,2.54,moderate,10.0,low,1.49,adequate,22.3,high,4.21,high,0.2,adequate,1.7,adequate,66.2,adequate,8.6,adequate,1.58,adequate,-0.484889388,36.14855194,"Maize, beans, potato","The top soil reaction (pH) is satisfactory for crops' growth. Phosphorus is deficient. Soil organic matter should be improved. 
Maize: At land preparation apply 2 tons/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 120 kg/acre of single superphosphate (SSP). When maize is about a knee high top dress with 25 kg/acre of urea. 
Beans: Before planting apply by incorporation into the soil along the ridges 2 tons/acre of well decomposed manure or compost and 120 kg/acre of SSP. 
Potato: Just before planting apply in the ridge 2 tons/acre of well decomposed manure or compost and 120 kg/acre of SSP. The manure and fertilizer should be well worked into the soil to avoid close contact with the seeds."
24420,Nakuru,Individual,"Bahati, Nakuru ",,6.19,slight acid,0.5,0.24,low,2.39,moderate,35.0,adequate,0.96,adequate,6.5,adequate,2.47,adequate,0.58,adequate,1.59,adequate,131.0,adequate,21.5,adequate,0.48,adequate,-0.484889388,36.14855194,"Capsicum, onion","The soil reaction (pH) is satisfactory for crops' growth. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 tons/acre of well decomposed manure or compost. Mix well with the soil. 
Capsicum: At planting time apply 50 kg/acre of compound fertilizer N:P:K 23:23:0. When plants are 15 cm high top dress with 40 kg/acre of calcium ammonium nitrate (CAN). Four weeks later apply 80 kg/acre of CAN. 
Onion: At planting time apply along the drill line 50 kg/acre of N:P:K 23:23:0. One month after planting top dress with 50 kg/acre of CAN. "
24579,Nakuru,Individual,"Menengai, Rongai, Nakuru",,5.38,medium acid,0.2,0.56,low,5.62,high,40.0,adequate,2.19,high,7.9,adequate,3.0,adequate,0.44,adequate,1.77,adequate,104.0,adequate,35.3,adequate,0.7,adequate,-0.484889388,36.14855194,Soya beans,"The soil pH satisfactory for 
Soya beans' growth. Acidifying fertilizer like DAP should be avoided. Phosphorus is at deficiency threshold level. Soil organic matter content is sufficient. Recommendations: Soya beans will generally produce to their potential at soil pH between 5.5 and 7.0. Apply and incorporate well into the soil 50 kg/acre of single superphosphate (SSP) or 25 kg/acre of triple superphosphate (TSP) before primary tillage. Soya beans, being a legume, fix adequate atmospheric N if well nodulated."
24580,Nakuru,Individual,"Menengai, Rongai, Nakuru",,5.37,medium acid,0.2,0.46,low,4.64,moderate,40.0,adequate,1.91,high,6.9,adequate,3.56,high,0.29,adequate,1.53,adequate,118.0,adequate,38.3,adequate,0.62,adequate,-0.484889388,36.14855194,Soya beans,"The soil pH satisfactory for 
Soya beans' growth. Acidifying fertilizer like DAP should be avoided. Phosphorus is at deficiency threshold level. Soil organic matter content is sufficient. Recommendations: Soya beans will generally produce to their potential at soil pH between 5.5 and 7.0. Apply and incorporate well into the soil 50 kg/acre of single superphosphate (SSP) or 25 kg/acre of triple superphosphate (TSP) before primary tillage. Soya beans, being a legume, fix adequate atmospheric N if well nodulated."
24620,Nakuru,Individual,"Naivasha, Nakuru",,7.05,slight alkaline,0.5,0.15,low,1.44,moderate,3.0,low,2.23,high,7.3,adequate,5.06,high,0.68,adequate,1.24,adequate,102.0,adequate,9.3,adequate,0.6,adequate,-0.484889388,36.14855194,Onion,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter should be improved. 
Onion: At planting time apply along the drill line apply 2 tons/acre of well decomposed manure or compost and 100 kg/acre of diammonium phosphate (DAP). Mix well with the soil. One month after planting top dress with 80 kg/acre of calcium ammonium nitrate (CAN). "
24630,Nakuru,Individual,"Molo, Nakuru",,5.0,medium acid,0.5,0.08,low,0.67,low,15.0,low,1.0,adequate,3.7,adequate,1.02,adequate,0.55,adequate,1.74,adequate,131.6,adequate,15.3,adequate,0.26,adequate,-0.484889388,36.14855194,Pyrethrum,"All fields have similar soil fertility status. The soil reaction (pH) is satisfactory for 
Pyrethrum growth. Nitrogen and phosphorus are deficient. Soil organic matter content should be improved. Pyrethrum: The soil must be well drained with a minimum pH of 5.4 to slightly alkaline. Apply 4 tons/acre of well decomposed manure or compost three months before planting to allow adequate decomposition. Mix well with the soil. At planting time incorporate in the soil 120 kg/acre (2 tea spoonfuls per planting hole) of triple superphosphate (TSP). "
